level_2_name,level_3_name,level_4_name,level_5_name,level_2_example_attr,level_3_another_attr
KASAI,KALONDA OUEST,KELE KASAI,QUI VIVRA VERRA CENTRE DE SANTE,example,another_example
HAUT KATANGA,SAKANIA,KOYO,KOYO CENTRE DE SANTE,example,another_example
LUALABA,KANZENZE,TSHALA 1,TSHALA CENTRE DE SANTE,example,another_example
ITURI,AUNGBA,MONT ZEU,MONT ZEU CENTRE DE SANTE,example,another_example
KONGO CENTRAL,MASSA,KINGATOKO,COM KINGANTOKO CENTRE DE SANTE,example,another_example
KINSHASA,SELEMBAO,MOLENDE,SEREPTA CENTRE DE SANTE,example,another_example
BAS UELE,VIADANA,AKPUDU,AKPUDU CENTRE DE SANTE,example,another_example
TANGANYIKA,KALEMIE,KAMBU,KAMBU CENTRE DE SANTE,example,another_example
BAS UELE,BUTA,MELUME,MELUME CENTRE DE SANTE,example,another_example
KASAI,KAMONIA,KAMONIA,ROB-PEJHEDO CENTRE DE SANTE,example,another_example
TANGANYIKA,MOBA,KIPIRI,KIPIRI CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BENA LEKA,MUSAMBI,MUSAMBI CENTRE DE SANTE,example,another_example
ITURI,BAMBU,TCHUDJA,TCHUDJA CENTRE DE SANTE,example,another_example
MONGALA,BINGA,BOSO MOKALU,BOSO MOKALU CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,KANSELE,BUNKONDE,ASSURANCE CENTRE DE SANTE,example,another_example
KINSHASA,KOKOLO,BATAILLON PM,BN PM POSTE DE SANTE,example,another_example
KASAI,KALONDA OUEST,TUJUKAYI,TUJUKAYI CENTRE DE SANTE,example,another_example
MONGALA,BOSO MONDANDA,BOSO KWANGA,BOSO KWANGA CENTRE DE SANTE,example,another_example
KINSHASA,BARUMBU,MOZINDO,MARCHLO CENTRE MEDICAL,example,another_example
LUALABA,KAPANGA,ISANG,ISANG CENTRE DE SANTE,example,another_example
KINSHASA,BINZA OZONE,MUSEYI,BOLINGANI CENTRE HOSPITALIER,example,another_example
TSHUAPA,MONDOMBE,CEDIMO,CEDIMO CENTRE DE SANTE,example,another_example
KASAI CENTRAL,MIKALAYI,MIKALAYI,MIKALAYI CENTRE DE SANTE,example,another_example
SUD UBANGI,ZONGO,MOLET,MOLET CENTRE DE SANTE,example,another_example
KASAI,MIKOPE,DOMAY MUNENE,DOMAY MUNENE CENTRE DE SANTE,example,another_example
SUD UBANGI,MAWUYA,MAWUYA CITE 1,MAWUYA CITE CENTRE DE SANTE,example,another_example
KWILU,VANGA,NGAMBA,NGAMBA CENTRE DE SANTE,example,another_example
SUD KIVU,KATANA,KALANGANE,KALANGANE CENTRE DE SANTE,example,another_example
HAUT KATANGA,RUASHI,WASHENI,EDDICAR CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,BIPEMBA,KANJIYA,DIBWE CENTRE DE SANTE,example,another_example
MANIEMA,ALUNGULI,KAMIKUNGA,KAMIKUNGA CENTRE DE SANTE,example,another_example
ITURI,BIRINGI,BHOLI,BHOLI CENTRE DE SANTE,example,another_example
ITURI,DAMAS,AKWE,AKWE CENTRE DE SANTE DE REFERENCE,example,another_example
HAUT KATANGA,MITWABA,NKONGA,NKONGA CENTRE DE SANTE,example,another_example
MONGALA,YAMALUKA,YAMAKILA,YAMAKILA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KANIAMA,BANZA MPIONGO,PASCAL GERI CENTRE DE SANTE,example,another_example
MAINDOMBE,NTANDEMBELO,BOKOLI,BOKOLI CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,MUKUMBI,KAMBANGA,KAMBANGA CENTRE DE SANTE,example,another_example
KINSHASA,MONT NGAFULA 1,KIMWENZA MISSION,RENE DE HAES CENTRE HOSPITALIER,example,another_example
NORD KIVU,RWANGUBA,SHANGI,SHANGI CENTRE DE SANTE,example,another_example
HAUT KATANGA,KATUBA,GEMENA,VICTOIRE CENTRE DE SANTE,example,another_example
MAINDOMBE,BOKORO,BOYON,BOYON CENTRE DE SANTE DE REFERENCE,example,another_example
MAINDOMBE,YUMBI,BOPONGA,BOPONGA CENTRE DE SANTE,example,another_example
KINSHASA,MATETE,LUNIONZO,LUNIONZO CENTRE DE SANTE,example,another_example
SANKURU,KATAKO KOMBE,HIEKELE,HIEKELE CENTRE DE SANTE,example,another_example
SUD KIVU,WALUNGU,MUKU,MUKU CENTRE DE SANTE,example,another_example
EQUATEURS,LILANGA BOBANGI,BOBANGA,BOBANGA CENTRE DE SANTE DE REFERENCE,example,another_example
LOMAMI,MULUMBA,MANDE INTERIEUR,MANDE INTERIEUR CENTRE DE SANTE,example,another_example
KWANGO,POPOKABAKA,MUTOMBO YAMFU,MUTOMBO YAMVU CENTRE DE SANTE,example,another_example
BAS UELE,ANGO,MBABI,MBABI CENTRE DE SANTE,example,another_example
TANGANYIKA,NYEMBA,KITOKE,KITOKE CENTRE DE SANTE,example,another_example
BAS UELE,BILI,BAMBILO,BAMBILO CENTRE DE SANTE DE REFERENCE,example,another_example
LUALABA,KASAJI,NICHE,NICHE CENTRE DE SANTE,example,another_example
KASAI,KAKENGE,KINDA 1,KINDA 1 CENTRE DE SANTE DE REFERENCE,example,another_example
KWILU,MASI MANIMBA,KALONDA,KALONDA CENTRE DE SANTE,example,another_example
KWILU,MOANZA,MOSAMBO,MOSAMBO CENTRE DE SANTE,example,another_example
SUD UBANGI,GEMENA,KANGAYANI,KANGAYANI CENTRE DE SANTE,example,another_example
ITURI,GETY,OLONGBA,OLONGBA CENTRE DE SANTE DE REFERENCE,example,another_example
MANIEMA,KUNDA,MINGANA,MINGANA CENTRE DE SANTE,example,another_example
KWILU,VANGA,MUWAKA,MUWAKA CENTRE DE SANTE,example,another_example
SUD UBANGI,LIBENGE,SANGO,SANGO CENTRE DE SANTE,example,another_example
TANGANYIKA,NYUNZU,TCHANGATCHANGA,TCHANGATCHANGA CENTRE DE SANTE,example,another_example
HAUT KATANGA,KIKULA,PETWE,PETWE CENTRE DE SANTE,example,another_example
KASAI,KITANGWA,KOMBO KIBOTO,KOMBO CENTRE DE SANTE,example,another_example
TSHOPO,TSHOPO,PUMUZIKA,PUMUZIKA CENTRE DE SANTE,example,another_example
SANKURU,DIKUNGU,MENYASUNGU,MENYASUNGO CENTRE DE SANTE,example,another_example
MAINDOMBE,MIMIA,NONGENTURI,NONGETURI CENTRE DE SANTE,example,another_example
SUD KIVU,KATANA,KABUSHWA,KABUSHWA POSTE DE SANTE,example,another_example
HAUT LOMAMI,BUKAMA,MAKA,MAKA CENTRE DE SANTE,example,another_example
SUD UBANGI,MAWUYA,YEMBONGO,YEMBONGO CENTRE DE SANTE DE REFERENCE,example,another_example
HAUT LOMAMI,MUKANGA,KANTAMBO,KANTAMBO CENTRE DE SANTE,example,another_example
HAUT LOMAMI,MALEMBA NKULU,KABWE MULONGO,KABWE MULONGO CENTRE DE SANTE,example,another_example
ITURI,ARIWARA,NDERI,NDERI CENTRE DE SANTE,example,another_example
BAS UELE,GANGA,KOPI,KOPI CENTRE DE SANTE,example,another_example
BAS UELE,BONDO,SAMBILI,SAMBILI CENTRE DE SANTE,example,another_example
HAUT KATANGA,KASENGA,CHIBAMBO,CHIBAMBO CENTRE DE SANTE,example,another_example
NORD UBANGI,GBADOLITE,KINKOLE,KINKOLE CENTRE DE SANTE,example,another_example
KASAI,NYANGA,LOVA,LOVA CENTRE DE SANTE,example,another_example
EQUATEURS,BASANKUSU,BAFUMBA,BAFUMBA CENTRE DE SANTE,example,another_example
MONGALA,YAMONGILI,YALIAKI,YALIAKI CENTRE DE SANTE,example,another_example
SUD UBANGI,KUNGU,GUGA,GUGA CENTRE DE SANTE,example,another_example
TSHOPO,YAKUSU,YALONGOSA,YALONGOSA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KIZU,NIOLO,TUMBA CENTRE DE SANTE,example,another_example
MANIEMA,SARAMABILA,SARAMABILA,SALAMABILA CENTRE DE SANTE,example,another_example
ITURI,ARU,YABA,YABA CENTRE DE SANTE,example,another_example
SUD KIVU,KATANA,MUSHWESHWE,MUSHWESHWE CENTRE DE SANTE,example,another_example
NORD KIVU,MWESO,KIBARIZO,KIBARIZO CENTRE DE SANTE,example,another_example
HAUT UELE,FARADJE,DJABIR,DJABIR CENTRE DE SANTE,example,another_example
KINSHASA,KINGABWA,NDANU 2,BENEDICT CENTRE DE SANTE,example,another_example
ITURI,NYARAMBE,AMBAKI,AMBAKI CENTRE DE SANTE DE REFERENCE,example,another_example
TSHUAPA,BEFALE,BOONIA,BOONIA CENTRE DE SANTE DE REFERENCE,example,another_example
TSHUAPA,BOENDE,IKONGE,IKONGE CENTRE DE SANTE,example,another_example
TSHUAPA,DJOLU,WAMBA,WAMBA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BILOMBA,TSHIKUPELE,TSHIKUPELE CENTRE DE SANTE,example,another_example
KASAI,MIKOPE,SHANGA LUMBONDJI,SHANGA LUMBONDJI CENTRE DE SANTE,example,another_example
KONGO CENTRAL,NSONA MPANGU,MBANZA NGOMBE,KIESSA KIVAKU CENTRE DE SANTE,example,another_example
SANKURU,VANGA KETE,VANGA KETE,VANGA KETE CENTRE DE SANTE,example,another_example
KASAI,KAMWESHA,LUTSHIMU,LUTSHIMU CENTRE DE SANTE,example,another_example
NORD KIVU,ALIMBONGO,ALIMBONGO,ALIMBONGO CENTRE DE SANTE,example,another_example
KINSHASA,LIMETE,INDUSTRIEL 3,MIRIA CENTRE DE SANTE,example,another_example
NORD KIVU,RWANGUBA,SHINDA,SHINDA CENTRE DE SANTE DE REFERENCE,example,another_example
MONGALA,PIMU,KWALA,KWALA CENTRE DE SANTE,example,another_example
MAINDOMBE,INONGO,LIKWANGOLA,LIKWANGOLA CENTRE DE SANTE DE REFERENCE,example,another_example
KINSHASA,KIMBANSEKE,MAVIOKELE,YENGE CENTRE MEDICAL,example,another_example
TSHOPO,OPALA,OPALA 1,OPALA 1 CENTRE DE SANTE,example,another_example
NORD KIVU,ALIMBONGO,KITSOMBIRO,KITSOMBIRO CENTRE DE SANTE DE REFERENCE,example,another_example
KWILU,LUSANGA,KWANGA,KWANGA CENTRE DE SANTE,example,another_example
HAUT KATANGA,RUASHI,ANTENNE,MARKAL CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,KASANSA,BENA MPUNGA,BENA MPUNGA CENTRE DE SANTE,example,another_example
SUD KIVU,KAMITUGA,SOKO STOCK,SOKO STOCK CENTRE DE SANTE,example,another_example
TSHOPO,OPIENGE,BANDIKO,BANDIKO CENTRE DE SANTE,example,another_example
NORD KIVU,KIBIRIZI,BULINDI,BULINDI CENTRE DE SANTE,example,another_example
KWILU,BULUNGU,EBAY,EBAY CENTRE DE SANTE,example,another_example
TANGANYIKA,ANKORO,KALOLE,KALOLE CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KIMPANGU,LUVAKA,LUVAKA CENTRE DE SANTE,example,another_example
MAINDOMBE,MIMIA,NSESE,NSESE CENTRE DE SANTE DE REFERENCE,example,another_example
SANKURU,DIKUNGU,TESE,TESE CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,BIBANGA,KALUNDA,KALUNDA CENTRE DE SANTE,example,another_example
NORD KIVU,WALIKALE,OBAYE,OBAYE CENTRE DE SANTE,example,another_example
HAUT KATANGA,KASHOBWE,KAINDU,KAINDU CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KAYAMBA,MUKAYA NKUMBA,MUKAYA NKUMBA CENTRE DE SANTE,example,another_example
MANIEMA,LUSANGI,KILALAULU,KILALAULU CENTRE DE SANTE,example,another_example
LOMAMI,NGANDAJIKA,CIOJI,CIOJI CENTRE DE SANTE,example,another_example
TSHUAPA,BUSANGA,BENDJALI,BENDJALI  CENTRE DE SANTE,example,another_example
SUD UBANGI,GEMENA,BOZAGBA 25,BOZAGBA 25 CENTRE DE SANTE,example,another_example
KASAI,KAMONIA,LUYEMBE,LUYEMBE CENTRE DE SANTE,example,another_example
TANGANYIKA,KONGOLO,KILAE,KILAE CENTRE DE SANTE,example,another_example
KASAI CENTRAL,MUETSHI,MUETSHI 2,MUETSHI 2 CENTRE DE SANTE,example,another_example
NORD UBANGI,WAPINDA,WAPINDA 1,WAPINDA CENTRE DE SANTE,example,another_example
TSHOPO,OPALA,LAL'EKILI,LALEKILI CENTRE DE SANTE,example,another_example
KASAI,DEKESE,BOSENGAWOLA,BOSENGAWOLA CENTRE DE SANTE,example,another_example
HAUT KATANGA,KASENGA,CHALWE,CHALWE CENTRE DE SANTE,example,another_example
HAUT KATANGA,VANGU,KASAPA,KASAPA CENTRE DE SANTE,example,another_example
LOMAMI,WIKONG,CARRIERE,SOLIDARITE POSTE DE SANTE,example,another_example
TSHUAPA,YALIFAFU,EFEKOLA,EFEKOLA CENTRE DE SANTE,example,another_example
SUD UBANGI,GEMENA,SEKPILI,SEKPILI CENTRE DE SANTE,example,another_example
NORD KIVU,GOMA,KATINDO,KATINDO CENTRE DE SANTE,example,another_example
NORD KIVU,KIBUA,N'KIMBA,N'KIMBA CENTRE DE SANTE,example,another_example
KASAI,KAMWESHA,KASONGA TSHINYAM,KASONGA CENTRE DE SANTE,example,another_example
SUD UBANGI,BULU,NGBANA,NGBANA CENTRE DE SANTE,example,another_example
TSHUAPA,MONDOMBE,YELIA NKANG'ITOKO,YELIA NKANG ITOKO CENTRE DE SANTE,example,another_example
TSHUAPA,YALIFAFU,ISANGA,ISANGA CENTRE DE SANTE,example,another_example
MANIEMA,KASONGO,MWANANDEKE,MWANANDEKE CENTRE DE SANTE DE REFERENCE,example,another_example
TANGANYIKA,ANKORO,NKANDA,NKANDA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KABONGO,KIHUMBA,KIHUMBA CENTRE DE SANTE,example,another_example
HAUT KATANGA,KAFUBU,KITANDA,KITANDA CENTRE DE SANTE,example,another_example
LOMAMI,TSHOFA,MITOMBE,MITOMBE CENTRE DE SANTE,example,another_example
MONGALA,BOSONDJO,BOMBELE,BOMBELE CENTRE DE SANTE,example,another_example
NORD KIVU,KIBIRIZI,SINGA,SINGA CENTRE DE SANTE,example,another_example
TANGANYIKA,KALEMIE,MULEMBWE,MULEMBWE CENTRE DE SANTE,example,another_example
MONGALA,LOLO,BOPANDU,BOPANDU CENTRE DE SANTE,example,another_example
TSHOPO,YAKUSU,YALOLIA,YALOLIA CENTRE DE SANTE,example,another_example
TANGANYIKA,KANSIMBA,MWANZA,MWANZA CENTRE DE SANTE,example,another_example
ITURI,LOGO,LENGE,LENGE CENTRE DE SANTE,example,another_example
KASAI,NDJOKO MPUNDA,BASHI BIYENGE,NDJOKO MPUNDA HOPITAL GENERAL DE REFERENCE,example,another_example
NORD UBANGI,BILI,MBELE,MBELE CENTRE DE SANTE,example,another_example
HAUT KATANGA,KAFUBU,MULYASHI,MULYASHI CENTRE DE SANTE,example,another_example
KWILU,KIMPUTU,LWELE,LWELE CENTRE DE SANTE,example,another_example
KASAI CENTRAL,TSHIKULA,KAMUINA NSAPO,KAMUINA NSAPO CENTRE DE SANTE,example,another_example
NORD UBANGI,KARAWA,BOYABOZO,BOYABOZO CENTRE DE SANTE,example,another_example
SUD UBANGI,BOKONZI,BONYANGA,BONYANGA CENTRE DE SANTE,example,another_example
HAUT KATANGA,KIPUSHI,KIPOPO,INAKILUBA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,NSONA MPANGU,LUANIKA,BANGU CENTRE DE SANTE,example,another_example
KASAI,KAMONIA,KASAI LUMBEMBE,KASAI LUBEMBE CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,BONZOLA,MUDIBA,HEALTH CENTER CENTRE DE SANTE,example,another_example
SUD KIVU,KITUTU,MWANGAZA,BYANGA CENTRE DE SANTE,example,another_example
KWANGO,MWELA LEMBWA,TSAKU MALAFU,TSAKU MALAPU CENTRE DE SANTE,example,another_example
KINSHASA,BUMBU,NTOMBA 1,ORACLE CENTRE DE SANTE,example,another_example
TSHOPO,YALEKO,LISUMA,LISUMA CENTRE DE SANTE,example,another_example
MAINDOMBE,NTANDEMBELO,IBANDA,NTOMBA POSTE DE SANTE,example,another_example
SANKURU,MINGA,EBALA,EBALA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,KALOMBA,MUENDELE,MUENDELE CENTRE DE SANTE,example,another_example
HAUT KATANGA,KATUBA,TUJIKAZE,MASAIDIANO CENTRE DE SANTE,example,another_example
HAUT KATANGA,KATUBA,MARUNGU,REHEMA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,MANGEMBO,MBANZA LELE,MBANZA LELE CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KAMINA,KINGO,KINGO CENTRE DE SANTE,example,another_example
KASAI,KALONDA OUEST,MILAMBO,MILAMBO CENTRE DE SANTE,example,another_example
KINSHASA,MASINA 1,KIMBANGU,KITOKO CENTRE DE SANTE,example,another_example
TSHUAPA,WEMA,LIKETE,LIKETE CENTRE DE SANTE DE REFERENCE,example,another_example
MANIEMA,KASONGO,MARINGA,MARINGA CENTRE DE SANTE,example,another_example
LUALABA,SANDOA,MWAJINGA,MWAJINGA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KABONDO DIANDA,MPAMBWE,MPAMBWE CENTRE DE SANTE,example,another_example
SUD KIVU,KAMITUGA,ISOPO,ISOPO CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,KABEYA KAMWANGA,CINCIANKU,CINCIANKU CENTRE DE SANTE,example,another_example
TSHOPO,MAKISO KISANGANI,IMANI,IMANI CENTRE DE SANTE DE REFERENCE,example,another_example
TSHOPO,MANGOBO,TIBAFA,TIBAFA CENTRE DE SANTE,example,another_example
HAUT UELE,WATSA,KIBALI,AMANI CENTRE MEDICAL,example,another_example
SANKURU,KATAKO KOMBE,SHINGA 2,SHINGA 2 CENTRE DE SANTE,example,another_example
TANGANYIKA,MANONO,LWAKATO,LWAKATO CENTRE DE SANTE,example,another_example
MAINDOMBE,YUMBI,KIDIKI,KIDIKI CENTRE DE SANTE,example,another_example
LUALABA,DILOLO,SATSHATA,SATSHATA CENTRE DE SANTE,example,another_example
KINSHASA,NGIRI NGIRI,DIOMI,MALAIKA CENTRE DE SANTE,example,another_example
HAUT KATANGA,KAPOLOWE,KONI 2,KIMISOMBO CENTRE DE SANTE,example,another_example
SUD UBANGI,BWAMANDA,BOMINENGE KADA,BOMINENGE KADA CENTRE DE SANTE,example,another_example
TSHUAPA,MONKOTO,YONGO,BELINGO  CENTRE DE SANTE DE REFERENCE,example,another_example
KWILU,MOKALA,KIO,KIO CENTRE DE SANTE,example,another_example
NORD KIVU,KALUNGUTA,LISASA,LISASA CENTRE DE SANTE,example,another_example
BAS UELE,MONGA,SOMBE,SOMBE CENTRE DE SANTE,example,another_example
SANKURU,OMENDJADI,OMENDJADI,OMENDJADI CENTRE DE SANTE,example,another_example
NORD KIVU,BIENA,MATETO,MATETO CENTRE DE SANTE,example,another_example
NORD KIVU,MASEREKA,BUKONDI,BUKONDI CENTRE DE SANTE,example,another_example
LUALABA,SANDOA,SAMUTOMA,SAMUTOMA CENTRE DE SANTE,example,another_example
NORD UBANGI,MOBAYI MBONGO,KOTAKOLI 1,KOTAKOLI 1 CENTRE DE SANTE DE REFERENCE,example,another_example
HAUT UELE,BOMA MANGBETU,BAKANGI,BAKANGI CENTRE DE SANTE,example,another_example
KWILU,MASI MANIMBA,BIBAMBA,BIBAMBA CENTRE DE SANTE,example,another_example
MANIEMA,KIBOMBO,KASWA,KASWA CENTRE DE SANTE,example,another_example
SANKURU,KATAKO KOMBE,ELONGA,ELONGA CENTRE DE SANTE,example,another_example
TSHUAPA,LINGOMO,YASOLA,YASOLA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KIMPANGU,KIMPANGU,KIMPANGU CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KAMINA,KATUBA 4,KATUBA 4 CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUIZA,KABUANGA,KABUANGA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,DEMBA,BENA MBALA,BENA MBALA CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI ORIENTAL,MUKUMBI,KAMALEKA,KAMALEKA CENTRE DE SANTE,example,another_example
HAUT KATANGA,KILWA,KAKINGA,KAKINGA CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,DIBINDI,MARKAL,MARKAL CENTRE DE SANTE,example,another_example
HAUT KATANGA,KAPOLOWE,LUPIDI1,LUPIDI 1 CENTRE DE SANTE,example,another_example
EQUATEURS,MAMPOKO,BOSO-ASUKA,BOSOASUKA CENTRE DE SANTE,example,another_example
EQUATEURS,BASANKUSU,BOKALA,BOKALA 1 CENTRE DE SANTE,example,another_example
KWANGO,KAHEMBA,TOMISA,TOMISA CENTRE DE SANTE,example,another_example
KASAI,MWEKA,MALONGO 1,MALONGO 1 CENTRE DE SANTE,example,another_example
SUD KIVU,KITUTU,SUGULU,SUGULU CENTRE DE SANTE,example,another_example
MONGALA,YAMALUKA,BONZO,BONZO CENTRE DE SANTE,example,another_example
KINSHASA,LIMETE,MASIALA,AMADEC CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BENA TSHADI,NTOBO,NTOBO CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI,NDJOKO MPUNDA,MALU MALU,TUAMBULUISHANGANA CENTRE HOSPITALIER,example,another_example
NORD KIVU,BENI,KANZULINZULI,KANZULINZULI CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,TSHILENGE,MUKUMBA,MUKUMBA CENTRE DE SANTE,example,another_example
TSHOPO,BENGAMISA,BENGAMISA CATH,BENGAMISA CATH CENTRE DE SANTE,example,another_example
SANKURU,OTOTO,ONEMA OTOTO,ONEMA OTOTO CENTRE DE SANTE,example,another_example
KASAI CENTRAL,DEMBA,TSHISUYI,TSHISUYI CENTRE DE SANTE,example,another_example
KASAI,NYANGA,KABOLA,KABOLA CENTRE DE SANTE,example,another_example
MAINDOMBE,OSHWE,WAMBIA,WAMBIA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,KANANGA,APPOLO,APPOLO ETAT CENTRE DE SANTE,example,another_example
KONGO CENTRAL,GOMBE MATADI,NKANKA MAWETE,NKAKA MAWETE CENTRE DE SANTE,example,another_example
SANKURU,TSHUDI LOTO,LOTO,LOTO CENTRE DE SANTE,example,another_example
NORD KIVU,KATOYI,KIKOMA,KIKOMA CENTRE DE SANTE,example,another_example
KWILU,KIMPUTU,MUKULU MBWEL,MUKULU BWELE CENTRE DE SANTE,example,another_example
HAUT KATANGA,MITWABA,KASUNGESHI 4,KASUNGESHI 4 CENTRE DE SANTE,example,another_example
MONGALA,LISALA,BOKONDOLA,BOKONDOLA CENTRE DE SANTE,example,another_example
KASAI,KAKENGE,MATAMBI,MATAMBI CENTRE DE SANTE,example,another_example
SUD KIVU,IDJWI,MUHYAHYA,MUHYAHYA CENTRE DE SANTE,example,another_example
KINSHASA,MAKALA,MAWANGA,MERIBA CENTRE DE SANTE,example,another_example
TSHOPO,WANIERUKULA,BABINGI,BABINGI CENTRE DE SANTE,example,another_example
KASAI CENTRAL,TSHIKULA,KAMBALA,KAMBALA CENTRE DE SANTE,example,another_example
LOMAMI,KANDA KANDA,MULAJI K,MULAJI KASABUKAI CENTRE DE SANTE,example,another_example
TSHOPO,OPALA,LOLENGA,LOLENGA CENTRE DE SANTE,example,another_example
ITURI,RWAMPARA,POLICE DE FRONTIERE,POLICE DE FRONTIERE CENTRE DE SANTE,example,another_example
EQUATEURS,LOTUMBE,BELONDO,BELONDO CENTRE DE SANTE,example,another_example
SUD KIVU,WALUNGU,IKOMA,IKOMA CENTRE DE SANTE,example,another_example
KWILU,GUNGU,MUTOMBO KANGU,MUTOMBO KANGU CENTRE DE SANTE,example,another_example
NORD UBANGI,BUSINGA,CITE 1,CITE 1 CENTRE DE SANTE,example,another_example
HAUT UELE,RUNGU,RUNGU,RUNGU HOPITAL GENERAL DE REFERENCE,example,another_example
SUD KIVU,BAGIRA,KAHERO,KAHERO CENTRE DE SANTE,example,another_example
KONGO CENTRAL,NSONA MPANGU,MANTEKE,MANTEKE CENTRE DE SANTE,example,another_example
HAUT UELE,DORUMA,KAPILI,KAPILI CENTRE DE SANTE,example,another_example
KASAI CENTRAL,TSHIKAJI,SALONGO MUIMBA,SALONGO MUIMBA CENTRE DE SANTE DE REFERENCE,example,another_example
MANIEMA,SARAMABILA,SOUS MARIN,SOUS MARIN CENTRE DE SANTE,example,another_example
SUD UBANGI,KUNGU,SONGO,SONGO CENTRE DE SANTE,example,another_example
EQUATEURS,MBANDAKA,NSANGA,NSANGA CENTRE DE SANTE,example,another_example
NORD KIVU,KARISIMBI,NDOSHO,NDOSHO CENTRE DE SANTE,example,another_example
KINSHASA,NDJILI,QUARTIER 5,MBAKANI CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KANGU,NGANDA TSUNDI,NGANDA TSUNDI CENTRE DE SANTE,example,another_example
KWILU,GUNGU,KINAKE,KINAKE CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KINKONDJA,KABENGA,KABENGA CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,BIBANGA,BIBANGA,BIBANGA CENTRE DE SANTE,example,another_example
KASAI,KALONDA OUEST,TUKUNYEMA,NOTRE DAME DE LAUS CENTRE DE SANTE,example,another_example
KWILU,MOKALA,KIBALA,KIBALA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,LUOZI,NGANDA NKULU,NGANDA NKULU CENTRE DE SANTE,example,another_example
KASAI,MUTENA,MUAMUENGO,MUAMUENGO CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KWILU NGONGO,TUMBA MISSION,TUMBA MISSION CENTRE DE SANTE,example,another_example
TSHOPO,YABAONDO,YATUMBO,YATUMBO CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KITENGE,KITENGE II,KITENGE II CENTRE DE SANTE,example,another_example
SUD KIVU,FIZI,MWANGAZA,MWANGAZA CENTRE DE SANTE,example,another_example
MONGALA,LISALA,NGANDA HUNDA,NGANDA HUNDA CENTRE DE SANTE,example,another_example
ITURI,ARU,ARABA,ARABA CENTRE DE SANTE,example,another_example
MONGALA,BINGA,BOKUTU,BOKUTU CENTRE DE SANTE,example,another_example
SUD UBANGI,BULU,MBAKO,MBAKO CENTRE DE SANTE,example,another_example
ITURI,RIMBA,LIBY UMBUZI,UTORO POSTE DE SANTE,example,another_example
KONGO CENTRAL,NSONA MPANGU,NDUIZI,NDUIZI CENTRE DE SANTE,example,another_example
MONGALA,PIMU,BOSO MAYALE,BOSO MAYALE CENTRE DE SANTE,example,another_example
SUD KIVU,NYANGEZI,MUNYA,MUNYA CENTRE DE SANTE,example,another_example
HAUT KATANGA,PANDA,NGUYA,NGUYA CENTRE DE SANTE,example,another_example
TSHUAPA,WEMA,BOSILIA,BOSILIA CENTRE DE SANTE,example,another_example
SUD UBANGI,LIBENGE,BOGILIMA,BOGILIMA CENTRE DE SANTE,example,another_example
LOMAMI,LUPUTA,MASONZO,MASONZO CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KITENGE,KAYAMBI,KAYAMBI CENTRE DE SANTE,example,another_example
TSHOPO,BAFWASENDE,BAFWAGALI,BAFWAGALI CENTRE DE SANTE,example,another_example
SUD KIVU,KAMITUGA,ASUKU,ASUKU CENTRE DE SANTE,example,another_example
HAUT LOMAMI,MULONGO,MPANGWE,MPANGWE 2 CENTRE DE SANTE,example,another_example
MONGALA,YAMALUKA,YAMBULI MOKE,YAMBULI MOKE CENTRE DE SANTE,example,another_example
MAINDOMBE,NIOKI,KIBAMBILI,KEMBALI POSTE DE SANTE,example,another_example
